Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
doughs_BrownBook_043Desc,items,Book,,,"[c7979e]MYSTERY[-]\n(page 44)... Melissa teased the valet, asking him for cars she didn't own, sending him back to get another car, and such things.\nBy the 4th time she pulled her ruse the valet finally broke and became slightly impolite to her. Having won, Melissa lost all interest and walked home in full view of the angry, helpless valet.\n Chapter 5: A Rude Awakening! ,,,",,,,,,,,,,,,,,
doughs_BrownBook_044,items,Book,,,"Seven X-Rays to Denial",,,,,,,,,,,,,,
doughs_BrownBook_044Desc,items,Book,,,"[8f81b5]MEDICAL[-]\nSeven proctologists probe the mysteries of why their emergency room patients didn't plan ahead before inserting things into themselves.\nRead over 300 combined years of experience and case studies, with carefully selected X-Rays (75 color plates) of the most extreme and unbelievable cases.",,,,,,,,,,,,,,
doughs_BrownBook_045,items,Book,,,"7 Yays to Smile",,,,,,,,,,,,,,
doughs_BrownBook_045Desc,items,Book,,,"[f0d99e]SELF HELP[-]\nFeeling down?  Like down all the way down to frown town down?\nFeeling like everyone around you wants to eat and you just want a drink?Dr. Snoggerson shares his simple techniques that will turn that frown 180 degrees around and soon have YOU saying 'Yay' to each and every day!",,,,,,,,,,,,,,
doughs_BrownBook_046,items,Book,,,"7 Zaids to Lyle",,,,,,,,,,,,,,
doughs_BrownBook_046Desc,items,Book,,,"[5f3cbd]REMINISCE[-]\n(page 78) ... Lyle continued plowing and plowing.  Sweat coursed down his body as the heat and plowing intensified. Eyes hazed and unfocused, he plowed like his very life depended on it, and it was only mid-afternoon of the 9th of July.\n'Another 30 straight days of plowing like this, at least' he thought.",,,,,,,,,,,,,,
doughs_BookCollection_Nature,items,Book,,,"Books: Nature",,,,,,,,,,,,,,
doughs_BookCollection_NatureDesc,items,Book,,,"A very nice collection of books someone would pine for.",,,,,,,,,,,,,,
doughs_BookCollection_Tips,items,Book,,,"Books: Tips",,,,,,,,,,,,,,
doughs_BookCollection_TipsDesc,items,Book,,,"A nice suggestion of books.",,,,,,,,,,,,,,
doughs_BookCollection_Computer,items,Book,,,"Books: Computer",,,,,,,,,,,,,,
doughs_BookCollection_ComputerDesc,items,Book,,,"A well calculated collection of books.",,,,,,,,,,,,,,
doughs_BookCollection_Mystery,items,Book,,,"Books: Mystery",,,,,,,,,,,,,,
doughs_BookCollection_MysteryDesc,items,Book,,,"A very nice collection of books.... Or IS it?",,,,,,,,,,,,,,
doughs_BookCollection_Food,items,Book,,,"Books: Food",,,,,,,,,,,,,,
doughs_BookCollection_FoodDesc,items,Book,,,"A very delicious collection of books.",,,,,,,,,,,,,,
doughs_BookCollection_Dating,items,Book,,,"Books: Dating",,,,,,,,,,,,,,
doughs_BookCollection_DatingDesc,items,Book,,,"A hot collection of books.",,,,,,,,,,,,,,
doughs_BookCollection_SelfHelp,items,Book,,,"Books: Self Help",,,,,,,,,,,,,,
doughs_BookCollection_SelfHelpDesc,items,Book,,,"You did very well collecting all these books. You should be proud of yourself.",,,,,,,,,,,,,,
doughs_BookCollection_SciFi,items,Book,,,"Books: Sci-Fi",,,,,,,,,,,,,,
doughs_BookCollection_SciFiDesc,items,Book,,,"An out of this world adventure of collected books.",,,,,,,,,,,,,,
doughs_BookCollection_BucksAdventures,items,Book,,,"Books: Bucks Adventures",,,,,,,,,,,,,,
doughs_BookCollection_BucksAdventuresDesc,items,Book,,,"A very nice collection of hardback books.",,,,,,,,,,,,,,
doughs_BookCollection_Medical,items,Book,,,"Books: Medical",,,,,,,,,,,,,,
doughs_BookCollection_MedicalDesc,items,Book,,,"A very nice survey of the literature ... of books.",,,,,,,,,,,,,,
doughs_BookCollection_Reminisce,items,Book,,,"Books: Reminisce",,,,,,,,,,,,,,
doughs_BookCollection_ReminisceDesc,items,Book,,,"A very nice collection of books. Just like the books your grandmother would read",,,,,,,,,,,,,,
doughs_BookCollection_Kids,items,Book,,,"Books: Kids",,,,,,,,,,,,,,
doughs_BookCollection_KidsDesc,items,Book,,,"A torn up and chewed collection of books barely held together by their own spines.",,,,,,,,,,,,,,
doughs_BookCollection_Soduku,items,Book,,,"Books: Soduku",,,,,,,,,,,,,,
doughs_BookCollection_SodukuDesc,items,Book,,,"A lot of Soduku puzzles. For the carefree and happy go lucky person on the go who has a lot of free time on their hands.",,,,,,,,,,,,,,
doughs_UselessItem_Base,items,Item,,,"Broken lock pick",,,,,,,,,,,,,,
doughs_UselessItem_Base,items,Item,,,"Be Safe Son! - Love, Dad",,,,,,,,,,,,,,
doughs_UselessItem_LockPick,items,Item,,,"Broken lock pick",,,,,,,,,,,,,,
doughs_UselessItem_LockPickDesc,items,Item,,,"One side is engraved....\nBe Safe Son! - Love, Dad",,,,,,,,,,,,,,
doughs_UselessItem_CrazyStraw,items,Item,,,"Crazy Fun Straw(TM)",,,,,,,,,,,,,,
doughs_UselessItem_CrazyStrawDesc,items,Item,,,"Have a SIP-pable fun time with this zip-zappity roundabout roller coaster of a time Fun Straw(TM)!",,,,,,,,,,,,,,
doughs_UselessItem_LintFluff,items,Item,,,"Fluffy Lint Ball",,,,,,,,,,,,,,
doughs_UselessItem_LintFluffDesc,items,Item,,,"A rather impressive collection of lint. Something only a crazy person would have.",,,,,,,,,,,,,,
doughs_UselessItem_BoardGameMoney,items,Item,,,"Navezopoly(TM) Money",,,,,,,,,,,,,,
doughs_UselessItem_BoardGameMoneyDesc,items,Item,,,"Thousands of dollars of colorful play money.",,,,,,,,,,,,,,
doughs_UselessItem_LabelingTape,items,Item,,,"Shamway Labeling Tape",,,,,,,,,,,,,,
doughs_UselessItem_LabelingTapeDesc,items,Item,,,"A low quality label tape",,,,,,,,,,,,,,
doughs_UselessItem_WrappingPaperRibbon,items,Item,,,"Wrapping Paper Ribbon",,,,,,,,,,,,,,
doughs_UselessItem_WrappingPaperRibbonDesc,items,Item,,,"A small spool of ribbon.  The kind your grandma collects and never parts with",,,,,,,,,,,,,,
doughs_UselessItem_CellophaneTape,items,Item,,,"Navezotch(TM) brand Tape",,,,,,,,,,,,,,
doughs_UselessItem_CellophaneTapeDesc,items,Item,,,"A quality clear cellophane tape.  A thousand uses!\nFrom wrapping gifts to sealing envelopes, Navezotch(TM) brand clear cellophane tape was a handy item to have around until everyone died.",,,,,,,,,,,,,,
doughs_UselessItem_SprayTan,items,Item,,,"Can of Spray Tan",,,,,,,,,,,,,,
doughs_UselessItem_SprayTanDesc,items,Item,,,"You might want to keep this around in case you run into someone special.",,,,,,,,,,,,,,
doughs_UselessItem_AirFreshener,items,Item,,,"Air Freshener",,,,,,,,,,,,,,
doughs_UselessItem_AirFreshenerDesc,items,Item,,,"There is no way this is enough air freshener...\ngiving what you've been eating recently.",,,,,,,,,,,,,,
doughs_UselessItem_BugBomb,items,Item,,,"Everything Must Die!(TM) Brand Bug Bomb",,,,,,,,,,,,,,
doughs_UselessItem_BugBombDesc,items,Item,,,"An empty can of bug killer.  You almost want to keep this to put on a windowsill.",,,,,,,,,,,,,,
doughs_UselessItem_TinyCandy,items,Item,,,"Tiny Piece of Candy",,,,,,,,,,,,,,
doughs_UselessItem_TinyCandyDesc,items,Item,,,"Not worth eating, but reminds you of happier times when you would eat these by the handfull.",,,,,,,,,,,,,,
doughs_UselessItem_JarOfUrine,items,Item,,,"Jar of Urine",,,,,,,,,,,,,,
doughs_UselessItem_JarOfUrineDesc,items,Item,,,"Curiously, you are still holding this.  I mean, sure you might be able to find a use for it\nBut just make some yourself.",,,,,,,,,,,,,,
doughs_UselessItem_JarOfPoo,items,Item,,,"Jar of Liquid Feces",,,,,,,,,,,,,,
doughs_UselessItem_JarOfPooDesc,items,Item,,,"As a hyper intelligent and hardened survivalist, you know every resource is precious! Stand tall knowing you (and possibly you alone!) will easily outlast this zombie apocalypse with this jar of liquid feces in your hands.\nWhatever you choose to do with this will surely make even MacGyver boggle at your ingenuity!",,,,,,,,,,,,,,
doughs_UselessItem_Empty35mmFilmCanister,items,Item,,,"35mm File Canister",,,,,,,,,,,,,,
doughs_UselessItem_Empty35mmFilmCanisterDesc,items,Item,,,"A neat little container if you just needed to store a few grapes.\nGrapes. Do grapes even exist anymore?",,,,,,,,,,,,,,
doughs_UselessItem_EmptyCardboardBox,items,Item,,,"Empty Cardboard Box",,,,,,,,,,,,,,
doughs_UselessItem_EmptyCardboardBoxDesc,items,Item,,,"You could use this to put things in, but you don't want to.",,,,,,,,,,,,,,
doughs_UselessItem_DollhouseSizedChemistryStation,items,Item,,,"Tiny Chemistry Station",,,,,,,,,,,,,,
doughs_UselessItem_DollhouseSizedChemistryStationDesc,items,Item,,,"A very tiny, well crafted chemistry station that would fit perfectly in a child's doll house.\nYou start to wonder if its just Chemistry Stations all the way down, ya know?",,,,,,,,,,,,,,
doughs_UselessItem_DollhouseSizedWorkbench,items,Item,,,"Tiny Workbench Station",,,,,,,,,,,,,,
doughs_UselessItem_DollhouseSizedWorkbenchDesc,items,Item,,,"A very tiny, well crafted workbench.  Probably some kids parent made it for them to play with in their doll house made out of little blocks\nAwww.",,,,,,,,,,,,,,
doughs_UselessItem_DollhouseSizedTableSaw,items,Item,,,"Tiny Table Saw",,,,,,,,,,,,,,
doughs_UselessItem_DollhouseSizedTableSawDesc,items,Item,,,"A non operational table saw made out of wood and glue.\nThis likely went into a doll house or well crafted grade school diorama.",,,,,,,,,,,,,,
doughs_UselessItem_PetRock,items,Item,,,"Pet Rock",,,,,,,,,,,,,,
doughs_UselessItem_PetRockDesc,items,Item,,,"OMG! Count Rockula, is that YOU!? Oh. No... it looks like it's someone else's pet rock. The similarities are incredible\nThey could literally be brothers.",,,,,,,,,,,,,,
doughs_UselessItem_ToyBeaker,items,Item,,,"Toy Beaker",,,,,,,,,,,,,,
doughs_UselessItem_ToyBeakerDesc,items,Item,,,"A cheaply made plastic beaker for... you have no idea.",,,,,,,,,,,,,,
doughs_UselessItem_HotWaterBag,items,Item,,,"Hot Water Bag",,,,,,,,,,,,,,
doughs_UselessItem_HotWaterBagDesc,items,Item,,,"A rubber bag filled with water that you heated up, back in the day.  Like, a few weeks ago.",,,,,,,,,,,,,,
doughs_UselessItem_BlueberryPieDish,items,Item,,,"Blueberry Pie Dish",,,,,,,,,,,,,,
doughs_UselessItem_BlueberryPieDishDesc,items,Item,,,"A ceramic dish that looks remarkably like a real blueberry pie.\nOf course, you would put the real pie inside to keep it fresh and pretty, but that seems kinda pointless now.",,,,,,,,,,,,,,
doughs_UselessItem_ToyExpandingFoam,items,Item,,,"Expanding Foam Toy",,,,,,,,,,,,,,
doughs_UselessItem_ToyExpandingFoamDesc,items,Item,,,"Remember putting these in water and watching a monster emerge, and you would be victorious!  Well, no ones around who is going to get any joy from this anymore.",,,,,,,,,,,,,,
doughs_UselessItem_IncenseStickBundle,items,Item,,,"Bundle of Incense",,,,,,,,,,,,,,
doughs_UselessItem_IncenseStickBundleDesc,items,Item,,,"You could burn this, but I doubt you'll smell anything good.",,,,,,,,,,,,,,
doughs_UselessItem_ToyPickUpSticksBundle,items,Item,,,"Pick Up Sticks Toy",,,,,,,,,,,,,,
doughs_UselessItem_ToyPickUpSticksBundleDesc,items,Item,,,"What genius gives a kid a bunch of cheap sticks to 'pick up'?  A great one.  He dead tho.",,,,,,,,,,,,,,
doughs_UselessItem_TwistyTiesBundle,items,Item,,,"Bundle of Twisty Ties",,,,,,,,,,,,,,
doughs_UselessItem_TwistyTiesBundleDesc,items,Item,,,"Great for bundling wires together, if you cared at all about proper cable management, you monster.",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_001,items,Item,,,"Old Towel",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_001Desc,items,Item,,,"A smelly old towel.  Someones butt was likely recently wiped on this.",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_002,items,Item,,,"Old Nasty Towel",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_002Desc,items,Item,,,"This towel has seen better days.  Like looooong ago.\nBest to wash your hands.",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_003,items,Item,,,"Disgusting Towel",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_003Desc,items,Item,,,"Someone wiped up a mess with this.  Who picks this up and looks at it? What are you, a cat?",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_004,items,Item,,,"Nice Towel",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_004Desc,items,Item,,,"A rather nice towel with the initial 'A' on it in a golden script.",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_005,items,Item,,,"Towel",,,,,,,,,,,,,,
doughs_UselessItem_OldTowel_005Desc,items,Item,,,"An impressive towel specimen.\nCome to think of it, you don't see a lot of towels this nice nowadays.\nIt's like nobody died in it.",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_001,items,Item,,,"Tea Towel",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_001Desc,items,Item,,,"A cute little tea towel with a picture of a pink pig on it going 'OINK!'.\nHuh. You might soon be the last person alive who remembers what pigs looked like.",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_002,items,Item,,,"Dish Towel",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_002Desc,items,Item,,,"A flimsy dish towel.",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_003,items,Item,,,"Hand Towel",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_003Desc,items,Item,,,"A well made hand towel.  You feel like Royalty holding it in your hand.\nWhat a day to be alive.",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_004,items,Item,,,"Small Towel",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_004Desc,items,Item,,,"This towel would have gone so well with the linens in your last house!",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_005,items,Item,,,"Small Microfiber Towel",,,,,,,,,,,,,,
doughs_UselessItem_TeaTowel_005Desc,items,Item,,,"You could use this to keep your computer screen free of dust.",,,,,,,,,,,,,,
doughs_UselessItem_ToyWheel,items,Item,,,"Toy Wheel",,,,,,,,,,,,,,
doughs_UselessItem_ToyWheelDesc,items,Item,,,"Some sort of wheel to something really small like a toy.\nDon't get me wrong, it looks REALLY BIG in your hands but no ... its quite small.",,,,,,,,,,,,,,
doughs_UselessItem_ChairWheel,items,Item,,,"Chair Wheel",,,,,,,,,,,,,,
doughs_UselessItem_ChairWheelDesc,items,Item,,,"This is a wheel to a chair.\nYou normally don't keep these when you take apart chairs and now is not the time to start.",,,,,,,,,,,,,,
doughs_UselessItem_FancyChildsBelt,items,Item,,,"Children's Belt",,,,,,,,,,,,,,
doughs_UselessItem_FancyChildsBeltDesc,items,Item,,,"A very expensive belt made for a child\nSomething to be worn only for special occasions.\nIt doesn't fit you so its trash, much like all the crap you keep picking up.",,,,,,,,,,,,,,
doughs_UselessItem_Lipstick_001,items,Item,,,"Lipstick",,,,,,,,,,,,,,
doughs_UselessItem_Lipstick_001Desc,items,Item,,,"A very fancy purple lipstick by Navezalene.\nThis is something you might put on for a night out on the town with all your friend.\n(That is not a typo)",,,,,,,,,,,,,,
doughs_UselessItem_Lipstick_002,items,Item,,,"Lipstick",,,,,,,,,,,,,,
doughs_UselessItem_Lipstick_002Desc,items,Item,,,"A very fancy red lipstick by Navezalene.\nYou don't need it because you look cute enough covered in blood splatters.\nRawr!",,,,,,,,,,,,,,
doughs_UselessItem_Lipstick_003,items,Item,,,"Lipstick",,,,,,,,,,,,,,
doughs_UselessItem_Lipstick_003Desc,items,Item,,,"A very fancy green lipstick by Navezalene.\nYou used to wear this color on special occasions back in the day before you started shooting everything that moves.",,,,,,,,,,,,,,
doughs_UselessItem_HobbyClock_001,items,Item,,,"U-Build-It Hobby Kit: Clock",,,,,,,,,,,,,,
doughs_UselessItem_HobbyClock_001Desc,items,Item,,,"A really cool hobby clock kit! AMaZe your friends as they watch the numbers change all by themselves without assistance!\nLearn about electronics and time!\nAges 6 and Up\nHuh. Includes everything except you giving a damn putting it together.",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_001,items,Item,,,"Ceramic coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_001Desc,items,Item,,,"ITS MONDAY!?",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_002,items,Item,,,"Coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_002Desc,items,Item,,,"CSS Formatting Is Awe\n\n    some",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_003,items,Item,,,"A coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_003Desc,items,Item,,,"World's Best Dad!",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_004,items,Item,,,"Coffee cup",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_004Desc,items,Item,,,"World's Best Mom!",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_005,items,Item,,,"Giftable coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_005Desc,items,Item,,,"World's Biggest Richard!",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_006,items,Item,,,"Joke coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_006Desc,items,Item,,,"It has #GonnaLiveForever! on the side. It's slightly chipped so you don't want to hurt yourself using it to drink with.",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_007,items,Item,,,"Discount coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_007Desc,items,Item,,,"Keep Calm and Caffeine On!. It's slightly chipped so you don't want to hurt yourself using it to drink with.",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_008,items,Item,,,"Hilarious coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_008Desc,items,Item,,,"(This mug has a picture of a very awake kitten on it)\nHa. haaaaa .... It has some old, thick resinous pee like residue in it so you don't feel like using it to drink with.",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_009,items,Item,,,"Zen coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_009Desc,items,Item,,,"7 Days to Life! This mug is covered in blood so you don't feel like drinking from it.",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_010,items,Item,,,"Punny coffee mug",,,,,,,,,,,,,,
doughs_UselessItem_CeramicMug_010Desc,items,Item,,,"(This mug has a skull wearing a pirate hat on it)\nI guess you could say this is made out of .... cer-arrrr-amic.\nAlso: Its broken.  Someone probably beat someone else over the head with it in a fit of.... ang-arrr",,,,,,,,,,,,,,
doughs_UselessItem_Cottonball,items,Item,,,"Cotton ball",,,,,,,,,,,,,,
doughs_UselessItem_CottonballDesc,items,Item,,,"A ball...of cotton",,,,,,,,,,,,,,
doughs_UselessItem_WiperFluid,items,Item,,,"Wiper Fluid",,,,,,,,,,,,,,
doughs_UselessItem_WiperFluidDesc,items,Item,,,"Shamway(TM) brand wiper fluid.\nIt still has the price sticker on it: $8.99",,,,,,,,,,,,,,
doughs_UselessItem_PaintStripper,items,Item,,,"Paint Stripper",,,,,,,,,,,,,,
doughs_UselessItem_PaintStripperDesc,items,Item,,,"Panty Stripper?  Oh ... no ... it's paint stripper.\nYou might need to schedule an eye appointment for some nice reading glasses.",,,,,,,,,,,,,,
doughs_UselessItem_Lubricant,items,Item,,,"Lubricant",,,,,,,,,,,,,,
doughs_UselessItem_LubricantDesc,items,Item,,,"A big jug of Blueberry Flavored lubricant.  Damn kids these days and their designer lubricants!",,,,,,,,,,,,,,
doughs_UselessItem_NippleWeights,items,Item,,,"Heavy Nipple Weights",,,,,,,,,,,,,,
doughs_UselessItem_NippleWeightsDesc,items,Item,,,"Nicely made weights that are supposed to hang from nipples apparently.  I guess for people who ... want to extend their nipples?",,,,,,,,,,,,,,
doughs_UselessItem_FilmReel,items,Item,,,"Old Film Reel",,,,,,,,,,,,,,
doughs_UselessItem_FilmReelDesc,items,Item,,,"An useless old reel of film. Probably.",,,,,,,,,,,,,,
doughs_UselessItem_CraftWire,items,Item,,,"Craft wire",,,,,,,,,,,,,,
doughs_UselessItem_CraftWireDesc,items,Item,,,"A small roll of crafting wire.  Feeling... crafty?",,,,,,,,,,,,,,
doughs_UselessItem_VinylTwine,items,Item,,,"Vinyl Twine",,,,,,,,,,,,,,
doughs_UselessItem_VinylTwineDesc,items,Item,,,"A short length of very thin vinyl twine.\nYou feel a bit smug having learned all there is about vinyl twines when you were a kid, so identifying this specific item was e.z.",,,,,,,,,,,,,,
doughs_UselessItem_Pen,items,Item,,,"Pen",,,,,,,,,,,,,,
doughs_UselessItem_PenDesc,items,Item,,,"Is this pen mightier than a sword?  Probably not today.\nMaybe you could write a nice note to a friend, if you had any?",,,,,,,,,,,,,,
doughs_UselessItem_Pencil,items,Item,,,"Pencil",,,,,,,,,,,,,,
doughs_UselessItem_PencilDesc,items,Item,,,"This pencil has seen better days than you have.\nMaybe you could write an angry note to one of your many enemies with it?",,,,,,,,,,,,,,
doughs_UselessItem_BabyBottle,items,Item,,,"Baby Bottle",,,,,,,,,,,,,,
doughs_UselessItem_BabyBottleDesc,items,Item,,,"Who in their right mind would sell a baby bottle that looked like ammunition?\nI guess it makes now makes sense that the world went straight to hell.",,,,,,,,,,,,,,
doughs_UselessItem_VajazzlerItems,items,Item,,,"Vajazzler Studs",,,,,,,,,,,,,,
doughs_UselessItem_VajazzlerItemsDesc,items,Item,,,"You remember these from your college salad days.  Of course, the special glue they use is nowhere to be found anymore after those lawsuits bankrupted the company.\nWho knew the Vajazzler craze would have ended so badly?",,,,,,,,,,,,,,
doughs_UselessItem_ToiletGloves,items,Item,,,"Toilet Gloves",,,,,,,,,,,,,,
doughs_UselessItem_ToiletGlovesDesc,items,Item,,,"You could use these to clean some of the toilets you find.  Or not.",,,,,,,,,,,,,,
doughs_UselessItem_StiffSocks,items,Item,,,"Stiff Socks",,,,,,,,,,,,,,
doughs_UselessItem_StiffSocksDesc,items,Item,,,"These heavy socks seem to have had waaaaay too much starch applied at the cleaners.\nWhoever owned these much have been very wealthy!\nYou cannot wear these but they might make good fuel for burning",,,,,,,,,,,,,,
doughs_UselessItem_ShowerTileSample,items,Item,,,"Tile Sample",,,,,,,,,,,,,,
doughs_UselessItem_ShowerTileSampleDesc,items,Item,,,"Looks like someone was going to do some renovating. That someone is dead. This tile is hideous, so I guess you win some you lose some.",,,,,,,,,,,,,,
doughs_UselessItem_ColdWheelzBus,items,Item,,,"Cold Wheelz Bus",,,,,,,,,,,,,,
doughs_UselessItem_ColdWheelzBusDesc,items,Item,,,"A 1982 Cold Wheelz Classic!\nYou haven't played with one of these in ages.",,,,,,,,,,,,,,
doughs_UselessItem_ColdWheelzCar,items,Item,,,"Cold Wheelz Car",,,,,,,,,,,,,,
doughs_UselessItem_ColdWheelzCarDesc,items,Item,,,"A Cold Wheelz car with 1984 stamped crudely on the bottom.  It looks like its owner liked it a lot.",,,,,,,,,,,,,,
doughs_UselessItem_ColdWheelzArmy,items,Item,,,"Cold Wheelz Army",,,,,,,,,,,,,,
doughs_UselessItem_ColdWheelzArmyDesc,items,Item,,,"A small Army vehicle.  Its missing some parts and the wheels are all bent up.",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_001,items,Item,,,"Action Figure",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_001Desc,items,Item,,,"An unknown action figure that has no clothes. As you hold it in your hands you wax thoughtful of how this strange symbolism such does mirror the folly of man",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_002,items,Item,,,"Action Figure",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_002Desc,items,Item,,,"A unknown action figure that has no clothes. 'Too bad it's been taken out of the box' you would have said years ago.",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_003,items,Item,,,"Action Figure",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_003Desc,items,Item,,,"This is broken all to hell.  Looks like someone probably needed therapy to deal with issues",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_004,items,Item,,,"Army Action Figure",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_004Desc,items,Item,,,"A generic green army toy. This one is superbly made.\nThe more you look at it... huh...I guess 'toy' is really an understatement and it almost crosses the line towards 'figurine'.\nWow, I mean ....WOW. This is a superb example of an item from that era. Probably worth 0 up to 0 dollars in today's market.",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_005,items,Item,,,"Superhero",,,,,,,,,,,,,,
doughs_UselessItem_ActionFigure_005Desc,items,Item,,,"This obviously well loved toy has had all markings rubbed of and feels like it has traveled far.\nA few errant chew marks mar on the head.\nIt reminds you of a simpler time",,,,,,,,,,,,,,
doughs_UselessItem_CrackedEmptyContainer,items,Item,,,"Cracked Empty Bottle",,,,,,,,,,,,,,
doughs_UselessItem_CrackedEmptyContainerDesc,items,Item,,,"Just an empty plastic bottle with a crack in it. Why you bothered even looking at it this closely likely signifies you subconsciously realizing the gravity of your situation",,,,,,,,,,,,,,
doughs_UselessItem_UsedToothpicks,items,Item,,,"Used Toothpicks",,,,,,,,,,,,,,
doughs_UselessItem_UsedToothpicksDesc,items,Item,,,"Looks like someone had a really nice meal. They left almost enough for you to consider trying a bit.",,,,,,,,,,,,,,
doughs_UselessItem_Antacids,items,Item,,,"Antacids",,,,,,,,,,,,,,
doughs_UselessItem_AntacidsDesc,items,Item,,,"For when your tum tum goes all rumble rumble from eating all that old crap you find in abandoned houses",,,,,,,,,,,,,,
doughs_UselessItem_StoolSofteners,items,Item,,,"Stool Softeners",,,,,,,,,,,,,,
doughs_UselessItem_StoolSoftenersDesc,items,Item,,,"With all the coffee you likely drink odds are you will never need these... buuuut then again it would be really stupid to just throw them away.",,,,,,,,,,,,,,
doughs_UselessItem_BirthControlPills,items,Item,,,"Birth Control",,,,,,,,,,,,,,
doughs_UselessItem_BirthControlPillsDesc,items,Item,,,"Huh",,,,,,,,,,,,,,
doughs_UselessItem_BreathMints,items,Medical,,,"Breath Mints",,,,,,,,,,,,,,
doughs_UselessItem_BreathMintsDesc,items,Medical,,,"You probably need these, especially if you run into that 'special other' out there while gutting corpses.\nOr maybe you'll physically be more tolerable if you try to trade items with others.\nImproves barter prices slightly, but does not last very long given what you've been eating.",,,,,,,,,,,,,,
doughs_UselessItem_BadElectricalCord,items,Item,,,"Destroyed Extension Cord",,,,,,,,,,,,,,
doughs_UselessItem_BadElectricalCordDesc,items,Item,,,"Who would nicely roll this useless electrical cord up? It looks like it has multiple shorts and the ends are cut off",,,,,,,,,,,,,,
doughs_UselessItem_UsedZipTies,items,Item,,,"Used Zip Ties",,,,,,,,,,,,,,
doughs_UselessItem_UsedZipTiesDesc,items,Item,,,"Why would anyone have a use for these? What sort of hoarder would pick them up and carry them around?",,,,,,,,,,,,,,
doughs_Parcel_Base,items,Item,,,"Doughs Base Parcel",,,,,,,,,,,,,,
doughs_Parcel_BaseDesc,items,Item,,,"A small, plain, cardboard box",,,,,,,,,,,,,,
doughs_Parcel_Grandma_001,items,Item,,,"A small box",,,,,,,,,,,,,,
doughs_Parcel_Grandma_001Desc,items,Item,,,"This box is wrapped in a festive red paper",,,,,,,,,,,,,,
doughs_ParcelNote_Grandma_001,items,Item,,,"Birthday Card",,,,,,,,,,,,,,
doughs_ParcelNote_Grandma_001Desc,items,Item,,,"Roses are Red\nViolets are Blue\nI hope you like this gift\nI picked out, for YOU!\nKeep doing your art sweetie!\nLove, Grandma Roxy - XOXOXO",,,,,,,,,,,,,,
doughs_Parcel_Grandma_002,items,Item,,,"A small heavy box",,,,,,,,,,,,,,
doughs_Parcel_Grandma_002Desc,items,Item,,,"A box wrapped in a festive yellow paper",,,,,,,,,,,,,,
doughs_ParcelNote_Grandma_002,items,Item,,,"Birthday Card",,,,,,,,,,,,,,
